Order ID,Product Category,Profit,Revenue,Cost ,Date
ORD-202591021,HOME APPLIANCES,49801,"$194,732 ","$144,931 ",8/7/2024
ORD-202289937,Home Appliances,10846,32241,21395,6/13/2024
ORD-202440380,None,53692,"$227,107 ","$173,415 ",3/2/2023
ORD-202218616,None,-10014,"$36,168 ","$26,154 ",5/17/2022
ORD-202445650,None,"$30,152 ","$201,514 ","171,362",2/19/2026
ORD-202447295,electronics,-22709,"$142,731 ","$120,022 ",9/27/2026
ORD-202415043,Furniture,"$14,912 ","$169,438 ","154,526",1/4/2026
ORD-202565081,electronics,24251,102748,78497,11/8/2023
ORD-202353824,Home Appliances,77577,"$271,790 ","$194,213 ",20-03-2024
ORD-202362853,Furniture,"$38,202 ","$185,810 ","147,608",10/30/2024
ORD-202591021,furniture,45934,"$138,916 ","$92,982 ",12/21/2024
ORD-202526830,nan,22111,"$181,154 ","$159,043 ",1/17/2024
ORD-202633845,Home Appliances,52431,"$286,742 ","$234,311 ",24-09-2026
ORD-202418384,None,-33088,212299,179211,11/9/2022
ORD-202550553,nan,14152,85080,70928,9/3/2026
ORD-202688071,HOME APPLIANCES,"$24,102 ","$85,952 ","61,850",1/2/2023
ORD-202327552,Furniture,"$41,091 ","$155,426 ","114,335",15-06-2025
ORD-202470045,electronics,17987,"$101,729 ","$83,742 ",6/21/2024
ORD-202593640,furniture,Null,"$169,789 ","124,275",6/3/2026
ORD-202647205,electronics,18870,"$216,718 ","$197,848 ",12/7/2023
ORD-202415698,HOME APPLIANCES,16848,194488,177640,10/27/2026
ORD-202557536,Electronics,33203,133395,100192,4/24/2026
ORD-202280677,HOME APPLIANCES,13675,"$125,570 ","$111,895 ",13-06-2022
ORD-202626123,Electronics,"$22,339 ","$204,569 ","182,230",2/20/2026
ORD-202252935,None,"$4,113 ","$23,513 ","19,400",2/11/2025
ORD-202659841,nan,"$8,769 ","$83,857 ","75,088",8/11/2023
ORD-202412758,None,7072,"$50,508 ","$43,436 ",7/8/2022
ORD-202270831,electronics,12365,"$187,869 ","$175,504 ",11/19/2026
ORD-202447655,electronics,"$23,775 ","$203,622 ","179,847",1/1/2026
ORD-202680603,HOME APPLIANCES,64320,"$264,842 ","$200,522 ",20-06-2022
ORD-202488418,Home Appliances,"$47,664 ","$258,375 ","210,711",1/29/2022
ORD-202245814,Furniture,"$45,420 ","$135,953 ","90,533",9/26/2022
ORD-202314666,None,"$82,134 ","$282,003 ","199,869",10/15/2023
ORD-202323764,nan,9079,143099,134020,7/14/2026
ORD-202542252,electronics,14036,"$86,604 ","$72,568 ",5/9/2025
ORD-202615367,nan,8032,78478,70446,2/5/2026
ORD-202619761,furniture,26632,"$133,734 ","$107,102 ",4/8/2023
ORD-202236327,None,36091,279320,243229,15-11-2026
ORD-202496798,electronics,"$55,280 ","$231,413 ","176,133",12/22/2023
ORD-202295495,electronics,29883,296115,266232,9/17/2025
ORD-202683967,Home Appliances,"$58,076 ","$278,764 ","220,688",9/29/2025
ORD-202575413,HOME APPLIANCES,10964,"$40,035 ","$29,071 ",10/10/2026
ORD-202473953,furniture,61623,"$219,118 ","$157,495 ",4/5/2025
ORD-202687677,furniture,"$37,875 ","$238,555 ","200,680",6/30/2023
ORD-202530245,Furniture,4036,"$50,317 ","$46,281 ",12/9/2023
ORD-202338330,Home Appliances,28706,112133,83427,5/27/2024
ORD-202318102,Electronics,5319,48343,43024,8/4/2025
ORD-202235233,Home Appliances,"$5,700 ","$98,062 ","92,362",7/20/2026
ORD-202289937,None,None,"$18,784 ","$16,161 ",5/4/2026
ORD-202458877,Home Appliances,43008,197122,154114,1/28/2024
ORD-202220071,Electronics,54310,223513,169203,11/9/2023
ORD-202462079,HOME APPLIANCES,12894,59156,46262,1/4/2025
ORD-202254244,electronics,-10379,"$42,047 ","$31,668 ",9/25/2024
ORD-202237754,Furniture,"$33,913 ","$158,944 ","125,031",8/3/2023
ORD-202597611,HOME APPLIANCES,"$13,605 ","$152,284 ","138,679",11/13/2024
ORD-202347768,HOME APPLIANCES,"$29,397 ","$191,849 ","162,452",6/9/2026
ORD-202660765,Furniture,32549,"$199,409 ","$166,860 ",23-10-2024
ORD-202549301,electronics,8450,"$34,597 ","$26,147 ",24-01-2025
ORD-202555585,HOME APPLIANCES,31736,206534,174798,4/28/2023
ORD-202417143,None,44311,"$127,393 ","$83,082 ",17-08-2024
ORD-202218854,HOME APPLIANCES,34713,259692,224979,6/12/2025
ORD-202422784,None,35942,"$282,238 ","$246,296 ",7/10/2024
ORD-202252733,nan,16814,54815,38001,11/30/2025
ORD-202579262,nan,nan,"$58,422 ","41,957",30-09-2022
ORD-202624437,Home Appliances,64600,"$257,688 ","$193,088 ",2/6/2025
ORD-202388969,Furniture,8783,131219,122436,10/6/2026
ORD-202544989,Furniture,"$18,523 ","$237,157 ","218,634",2/8/2022
ORD-202222533,Home Appliances,"$21,298 ","$166,664 ","145,366",10/20/2026
ORD-202356793,HOME APPLIANCES,25164,"$143,878 ","$118,714 ",5/19/2024
ORD-202390135,Home Appliances,60188,"$184,035 ","$123,847 ",8/23/2026
ORD-202551837,furniture,77168,236010,158842,10/26/2026
ORD-202325883,Electronics,55951,"$187,822 ","$131,871 ",10/15/2025
ORD-202559500,electronics,39530,204264,164734,2/3/2025
ORD-202326793,None,"$4,957 ","$44,408 ","39,451",9/22/2023
ORD-202547376,furniture,4968,23083,18115,1/19/2025
ORD-202291908,Home Appliances,"$1,469 ","$15,455 ","13,986",10/27/2024
ORD-202549301,HOME APPLIANCES,65107,"$186,115 ","$121,008 ",1/5/2025
ORD-202339725,HOME APPLIANCES,26814,114973,88159,9/29/2026
ORD-202349348,furniture,None,"$229,612 ","167,306",5/20/2026
ORD-202348914,electronics,-12327,"$105,120 ","$92,793 ",9/5/2026
ORD-202697131,nan,"$7,411 ","$43,891 ","36,480",1/16/2023
ORD-202482711,HOME APPLIANCES,56902,205923,149021,3/30/2026
ORD-202289356,furniture,19159,196650,177491,3/21/2026
ORD-202519064,electronics,17714,116159,98445,5/21/2022
ORD-202560589,HOME APPLIANCES,4163,79023,74860,11/29/2025
ORD-202678959,HOME APPLIANCES,"$3,384 ","$17,585 ","14,201",9/27/2025
ORD-202291908,nan,78116,249143,171027,6/5/2025
ORD-202588093,HOME APPLIANCES,68954,210927,141973,8/13/2025
ORD-202496798,Electronics,72031,"$232,965 ","$160,934 ",1/28/2023
ORD-202363977,None,14269,76494,62225,12/8/2023
ORD-202396477,Furniture,"$35,469 ","$179,510 ","144,041",9/23/2022
ORD-202270374,HOME APPLIANCES,44998,144201,99203,9/8/2025
ORD-202540922,nan,52690,161497,108807,1/27/2024
ORD-202354428,nan,31131,"$97,969 ","$66,838 ",24-08-2025
ORD-202465163,None,19122,"$76,566 ","$57,444 ",3/18/2024
ORD-202318102,furniture,"$78,564 ","$257,482 ","178,918",12/25/2024
ORD-202619761,furniture,6525,89578,83053,26-10-2026
ORD-202568391,nan,40001,221977,181976,6/7/2022
ORD-202255287,Home Appliances,50514,241431,190917,5/31/2022
ORD-202313117,Electronics,64857,"$185,348 ","$120,491 ",16-04-2026
ORD-202689590,Electronics,"$41,665 ","$148,153 ","106,488",1/7/2023
ORD-202243455,Furniture,"$3,141 ","$35,329 ","32,188",11/9/2026
ORD-202424069,HOME APPLIANCES,12698,"$164,744 ","$152,046 ",4/27/2024
ORD-202629939,Electronics,5051,21067,16016,1/14/2022
ORD-202552216,None,None,"$136,610 ","$109,635 ",9/18/2023
ORD-202665499,Furniture,"$12,344 ","$102,009 ","89,665",8/20/2022
ORD-202492006,electronics,36962,149836,112874,11/21/2024
ORD-202385613,Home Appliances,9846,160375,150529,4/25/2023
ORD-202293548,Home Appliances,61627,"$206,222 ","$144,595 ",4/9/2026
ORD-202448957,Home Appliances,47393,"$160,596 ","$113,203 ",4/4/2024
ORD-202690789,HOME APPLIANCES,17442,110211,92769,8/1/2023
ORD-202351726,nan,"$49,832 ","$148,055 ","98,223",11/1/2026
ORD-202344757,Electronics,4071,65349,61278,24-03-2022
ORD-202281740,Electronics,"$7,265 ","$31,826 ","24,561",1/4/2024
ORD-202698607,furniture,"$71,707 ","$236,212 ","164,505",11/29/2026
ORD-202449964,HOME APPLIANCES,12708,110722,98014,5/7/2025
ORD-202510602,Home Appliances,"$23,768 ","$232,896 ","209,128",6/18/2025
ORD-202487681,nan,1441,22214,20773,18-06-2023
ORD-202314666,nan,Null,246565,184791,6/3/2023
ORD-202346092,furniture,"$2,961 ","$17,661 ","14,700",1/8/2022
ORD-202322595,Electronics,"$29,402 ","$145,850 ","116,448",6/7/2025
ORD-202415859,electronics,20585,87635,67050,11/30/2026
ORD-202528417,Home Appliances,79320,283543,204223,7/26/2025
ORD-202447655,HOME APPLIANCES,"$20,191 ","$90,030 ","69,839",12/10/2024
ORD-202542252,None,None,"$298,216 ","206,023",9/14/2024
ORD-202447862,HOME APPLIANCES,"$24,793 ","$254,351 ","229,558",27-09-2024
ORD-202617324,furniture,24753,226286,201533,3/18/2025
ORD-202496673,electronics,nan,17847,12953,19-05-2022
ORD-202261726,electronics,"$24,013 ","$76,072 ","52,059",7/2/2024
ORD-202539624,HOME APPLIANCES,"$45,369 ","$160,103 ","114,734",6/9/2022
ORD-202550553,None,-11631,"$72,471 ","$60,840 ",12/31/2022
ORD-202396882,Home Appliances,17224,"$106,963 ","$89,739 ",7/25/2026
ORD-202498734,nan,34492,"$173,582 ","$139,090 ",10/20/2023
ORD-202235233,Home Appliances,"$19,423 ","$249,717 ","230,294",1/18/2025
ORD-202530245,furniture,3815,"$64,729 ","$60,914 ",12/4/2025
ORD-202449560,None,83385,248087,164702,10/2/2025
ORD-202293570,None,"$6,967 ","$33,437 ","26,470",12/20/2022
ORD-202575413,Furniture,None,"$121,049 ","$106,212 ",6/1/2025
ORD-202620656,Furniture,19434,101450,82016,1/5/2025
ORD-202444607,HOME APPLIANCES,21977,"$212,529 ","$190,552 ",20-12-2026
ORD-202319510,None,27734,"$136,686 ","$108,952 ",1/16/2025
ORD-202327954,furniture,"$44,185 ","$193,940 ","149,755",24-10-2023
ORD-202445650,furniture,-2797,25833,23036,9/27/2025
ORD-202315364,nan,45585,154184,108599,2/11/2022
ORD-202397381,furniture,"$17,250 ","$80,121 ","62,871",4/18/2026
ORD-202393671,Furniture,22719,91622,68903,10/31/2026
ORD-202225580,Electronics,54194,"$168,643 ","$114,449 ",10/24/2026
ORD-202235526,Home Appliances,26159,"$103,597 ","$77,438 ",5/2/2022
ORD-202417059,furniture,33433,"$130,404 ","$96,971 ",2/23/2024
ORD-202435390,HOME APPLIANCES,27283,97502,70219,10/9/2026
ORD-202459169,Home Appliances,"$64,507 ","$260,104 ","195,597",12/14/2026
ORD-202299006,electronics,-73392,"$255,847 ","$182,455 ",1/18/2022
ORD-202468025,electronics,22189,"$131,588 ","$109,399 ",11/18/2025
ORD-202325260,furniture,"$55,857 ","$178,122 ","122,265",14-05-2022
ORD-202469478,furniture,67709,214260,146551,1/16/2024
ORD-202310838,electronics,77309,264676,187367,8/24/2024
ORD-202697795,None,"$11,620 ","$82,235 ","70,615",6/29/2022
ORD-202230190,Furniture,10399,122554,112155,27-06-2023
ORD-202379684,HOME APPLIANCES,46630,264961,218331,18-05-2023
ORD-202431527,Electronics,"$5,785 ","$20,565 ","14,780",10/11/2024
ORD-202615828,furniture,2958,"$22,276 ","$19,318 ",8/30/2026
ORD-202271768,Electronics,-35848,167546,131698,9/13/2023
ORD-202664521,None,-22638,"$161,075 ","$138,437 ",11/3/2024
ORD-202289356,Electronics,"$49,270 ","$215,227 ","165,957",27-11-2023
ORD-202621126,furniture,"$44,419 ","$179,875 ","135,456",5/5/2023
ORD-202695398,Electronics,44432,246950,202518,7/19/2026
ORD-202533672,HOME APPLIANCES,12442,"$84,469 ","$72,027 ",5/5/2023
ORD-202326895,HOME APPLIANCES,11746,"$199,186 ","$187,440 ",14-10-2022
ORD-202439362,None,"$75,812 ","$262,069 ","186,257",6/1/2024
ORD-202336529,None,4065,28466,24401,5/17/2023
ORD-202486578,Electronics,"$56,896 ","$185,179 ","128,283",7/15/2024
ORD-202532609,None,25689,"$147,877 ","$122,188 ",4/8/2022
ORD-202414388,Furniture,27814,116126,88312,2/28/2024
ORD-202431729,Home Appliances,10320,"$96,189 ","$85,869 ",5/5/2024
ORD-202393659,furniture,-46045,"$264,373 ","$218,328 ",13-07-2025
ORD-202460910,electronics,39163,"$185,629 ","$146,466 ",12/12/2025
ORD-202221647,HOME APPLIANCES,46360,139303,92943,23-11-2025
ORD-202414249,nan,85448,"$254,350 ","$168,902 ",8/22/2026
ORD-202338413,electronics,67596,276635,209039,10/8/2023
ORD-202588093,Furniture,29737,86192,56455,5/2/2022
ORD-202496653,None,36248,114644,78396,2/26/2025
ORD-202220645,HOME APPLIANCES,"($5,792)","$87,172 ","81,380",9/11/2024
ORD-202622862,nan,"$13,521 ","$64,262 ","50,741",2/8/2023
ORD-202564384,Furniture,23735,"$127,209 ","$103,474 ",9/20/2022
ORD-202336529,HOME APPLIANCES,38143,145372,107229,3/10/2023
ORD-202636791,Home Appliances,"$32,645 ","$262,026 ","229,381",7/13/2025
ORD-202434423,Electronics,,"$134,160 ","97,493",12/19/2022
ORD-202580335,nan,4288,25980,21692,8/29/2023
ORD-202315364,nan,83477,283344,199867,8/17/2026
ORD-202323764,electronics,"($13,734)","$264,184 ","250,450",9/5/2026
ORD-202577463,furniture,48936,216158,167222,4/10/2024
ORD-202639638,nan,"$51,226 ","$180,780 ","129,554",28-04-2024
ORD-202539239,nan,"$91,476 ","$286,046 ","194,570",3/8/2026
ORD-202444607,HOME APPLIANCES,64474,"$257,217 ","$192,743 ",11/8/2024
ORD-202659868,furniture,"$20,119 ","$197,958 ","177,839",11/23/2024
ORD-202619138,furniture,5699,"$40,898 ","$35,199 ",26-12-2026
ORD-202271228,Home Appliances,"($22,954)","$65,723 ","42,769",10/1/2023
ORD-202418027,furniture,19255,"$215,638 ","$196,383 ",7/10/2023
ORD-202220645,Electronics,"$25,035 ","$211,713 ","186,678",11/23/2024
ORD-202284589,HOME APPLIANCES,5238,"$44,802 ","$39,564 ",28-02-2023
ORD-202670298,Furniture,"$4,927 ","$33,968 ","29,041",8/5/2025
ORD-202325883,None,"$8,564 ","$144,046 ","135,482",8/16/2024
ORD-202619761,electronics,"$36,537 ","$195,478 ","158,941",8/6/2022
ORD-202523448,furniture,"$42,076 ","$123,119 ","81,043",4/23/2022
ORD-202326714,Furniture,,223950,180060,10/5/2022
ORD-202641615,None,13329,150384,137055,9/3/2024
ORD-202624175,Electronics,29353,"$262,472 ","$233,119 ",27-04-2025
ORD-202636171,electronics,64498,290706,226208,10/29/2024
ORD-202237754,nan,24147,191642,167495,8/7/2025
ORD-202548590,Home Appliances,8475,28363,19888,9/28/2025
